1,2,3,4,5,6,7,8
Zn,Fe,Fe,Fe,Fe,Fe,Zn,Zn
Fe,Fe,Zn,Fe,Fe,Fe,Zn,Zn
Zn,Zn,Fe,Zn,Zn,Zn,Fe,Fe
Fe,Zn,Zn,Fe,Fe,Fe,Zn,Zn
Fe,Zn,Zn,Zn,Fe,Fe,Fe,Zn
Zn,Fe,Zn,Zn,Fe,Zn,Zn,Fe
Fe,Fe,Fe,Zn,Fe,Fe,Zn,Fe
Zn,Fe,Zn,Zn,Fe,Zn,Fe,Fe
Fe,Zn,Fe,Zn,Fe,Zn,Fe,Fe
Zn,Fe,Fe,Fe,Zn,Zn,Fe,Zn
Fe,Fe,Zn,Fe,Fe,Fe,Fe,Zn
Fe,Fe,Fe,Fe,Zn,Fe,Zn,Fe
Fe,Zn,Zn,Fe,Fe,Zn,Zn,Fe
Fe,Zn,Fe,Zn,Zn,Fe,Fe,Zn
Zn,Fe,Zn,Zn,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Fe,Zn,Fe,Fe,Fe
Fe,Fe,Fe,Zn,Fe,Fe,Zn,Zn
Zn,Zn,Zn,Fe,Fe,Zn,Zn,Zn
Fe,Fe,Zn,Zn,Fe,Fe,Zn,Zn
Zn,Zn,Fe,Fe,Fe,Fe,Fe,Zn
Zn,Fe,Fe,Zn,Zn,Fe,Zn,Zn
Zn,Zn,Fe,Fe,Fe,Zn,Zn,Zn
Fe,Zn,Zn,Fe,Fe,Zn,Fe,Fe
Fe,Zn,Fe,Fe,Fe,Zn,Fe,Fe
Zn,Zn,Zn,Fe,Fe,Fe,Zn,Fe
Zn,Fe,Zn,Fe,Zn,Zn,Zn,Fe
Zn,Fe,Fe,Zn,Fe,Fe,Fe,Fe
Fe,Zn,Fe,Zn,Zn,Zn,Fe,Fe
Zn,Fe,Zn,Zn,Zn,Fe,Zn,Zn
Fe,Zn,Fe,Zn,Zn,Fe,Fe,Fe
Zn,Zn,Fe,Zn,Fe,Fe,Fe,Fe
Fe,Zn,Fe,Zn,Zn,Fe,Zn,Zn
Fe,Fe,Zn,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Zn,Fe,Fe,Zn
Zn,Fe,Fe,Zn,Fe,Fe,Zn,Zn
Zn,Fe,Zn,Fe,Zn,Zn,Fe,Zn
Fe,Zn,Zn,Fe,Fe,Zn,Fe,Zn
Fe,Fe,Zn,Zn,Zn,Fe,Fe,Zn
Fe,Zn,Fe,Zn,Fe,Fe,Zn,Fe
Fe,Zn,Zn,Zn,Zn,Zn,Zn,Fe
Zn,Zn,Fe,Zn,Fe,Zn,Zn,Zn
Zn,Fe,Fe,Zn,Fe,Zn,Fe,Zn
Fe,Fe,Fe,Zn,Zn,Zn,Fe,Fe
Fe,Fe,Fe,Fe,Fe,Fe,Zn,Fe
Fe,Zn,Zn,Fe,Zn,Zn,Zn,Fe
Fe,Zn,Fe,Fe,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Zn,Fe,Fe,Fe,Zn
Fe,Fe,Zn,Zn,Fe,Zn,Zn,Zn
Fe,Zn,Zn,Zn,Fe,Zn,Fe,Zn
Fe,Zn,Zn,Zn,Fe,Fe,Zn,Fe
Fe,Zn,Fe,Fe,Zn,Zn,Fe,Zn
Zn,Fe,Zn,Zn,Zn,Zn,Fe,Zn
Fe,Zn,Fe,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Zn,Fe,Fe,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Zn,Zn,Fe
Zn,Fe,Zn,Zn,Zn,Zn,Fe,Fe
Fe,Fe,Zn,Zn,Fe,Zn,Fe,Fe
Fe,Zn,Zn,Fe,Fe,Fe,Fe,Zn
Zn,Fe,Fe,Fe,Zn,Fe,Zn,Fe
Fe,Zn,Fe,Zn,Fe,Zn,Fe,Zn
Zn,Fe,Fe,Fe,Zn,Zn,Zn,Fe
Fe,Fe,Zn,Zn,Fe,Fe,Fe,Fe
Fe,Zn,Zn,Zn,Fe,Zn,Zn,Fe
Zn,Fe,Fe,Zn,Zn,Fe,Zn,Fe
Zn,Fe,Zn,Fe,Zn,Zn,Fe,Fe
Fe,Fe,Zn,Fe,Fe,Zn,Fe,Zn
Fe,Fe,Fe,Fe,Zn,Zn,Zn,Fe
Fe,Zn,Zn,Zn,Zn,Zn,Zn,Zn
Zn,Fe,Fe,Zn,Zn,Fe,Fe,Fe
Zn,Zn,Fe,Zn,Zn,Fe,Zn,Fe
Zn,Zn,Zn,Zn,Fe,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Zn,Zn,Zn
Zn,Zn,Fe,Zn,Fe,Zn,Fe,Fe
Fe,Fe,Zn,Fe,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Zn,Fe,Fe,Zn,Fe
Zn,Zn,Fe,Zn,Zn,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Fe,Zn,Fe,Zn
Zn,Fe,Zn,Fe,Zn,Fe,Zn,Zn
Fe,Zn,Fe,Fe,Fe,Fe,Fe,Zn
Fe,Zn,Fe,Fe,Zn,Zn,Zn,Zn
Zn,Fe,Fe,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Zn,Zn,Fe,Fe,Zn
Zn,Fe,Fe,Zn,Zn,Zn,Fe,Zn
Fe,Fe,Fe,Zn,Fe,Zn,Fe,Zn
Fe,Zn,Zn,Fe,Zn,Fe,Fe,Zn
Fe,Fe,Fe,Fe,Fe,Fe,Zn,Zn
Fe,Zn,Zn,Fe,Zn,Zn,Fe,Fe
Zn,Fe,Zn,Fe,Fe,Zn,Zn,Zn
Fe,Fe,Zn,Zn,Fe,Fe,Fe,Zn
Zn,Zn,Fe,Fe,Zn,Zn,Fe,Fe
Zn,Fe,Zn,Fe,Fe,Fe,Zn,Fe
Zn,Zn,Zn,Fe,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Fe,Zn,Zn,Fe,Fe
Zn,Zn,Fe,Fe,Fe,Fe,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Fe,Fe,Fe
Zn,Zn,Fe,Fe,Fe,Fe,Zn,Fe
Fe,Zn,Fe,Zn,Zn,Fe,Zn,Fe
Fe,Zn,Zn,Fe,Zn,Fe,Fe,Fe
Zn,Zn,Zn,Zn,Fe,Zn,Fe,Zn
Fe,Zn,Zn,Zn,Zn,Zn,Fe,Fe
Zn,Fe,Fe,Fe,Fe,Zn,Zn,Zn
Fe,Zn,Zn,Zn,Zn,Fe,Fe,Zn
Zn,Fe,Zn,Zn,Fe,Zn,Fe,Zn
Zn,Zn,Fe,Fe,Fe,Zn,Fe,Zn
Zn,Fe,Zn,Fe,Fe,Fe,Fe,Zn
Fe,Zn,Fe,Fe,Fe,Fe,Zn,Zn
Zn,Zn,Zn,Fe,Zn,Fe,Fe,Fe
Zn,Zn,Zn,Fe,Zn,Fe,Fe,Zn
Fe,Zn,Zn,Zn,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Fe,Zn,Fe,Fe,Zn
Fe,Zn,Zn,Zn,Zn,Zn,Fe,Zn
Fe,Zn,Zn,Zn,Zn,Fe,Zn,Fe
Zn,Zn,Fe,Fe,Zn,Zn,Zn,Zn
Fe,Zn,Zn,Zn,Fe,Zn,Zn,Zn
Zn,Zn,Zn,Fe,Zn,Fe,Zn,Zn
Fe,Zn,Fe,Fe,Zn,Zn,Fe,Fe
Zn,Zn,Fe,Zn,Fe,Fe,Fe,Zn
Zn,Zn,Fe,Zn,Zn,Zn,Zn,Fe
Fe,Fe,Zn,Fe,Fe,Fe,Zn,Fe
Zn,Zn,Zn,Fe,Zn,Zn,Zn,Zn
Zn,Zn,Zn,Fe,Zn,Fe,Zn,Fe
Fe,Fe,Fe,Fe,Zn,Fe,Zn,Zn
Zn,Fe,Zn,Zn,Fe,Fe,Zn,Fe
Zn,Fe,Zn,Zn,Fe,Fe,Zn,Zn
Fe,Fe,Zn,Zn,Fe,Zn,Zn,Fe
Fe,Fe,Zn,Fe,Zn,Fe,Fe,Fe
Fe,Fe,Zn,Fe,Zn,Zn,Fe,Zn
Fe,Zn,Fe,Fe,Fe,Zn,Zn,Zn
Zn,Zn,Fe,Zn,Zn,Zn,Fe,Zn
Zn,Fe,Fe,Fe,Zn,Zn,Zn,Zn
Zn,Fe,Fe,Zn,Zn,Fe,Fe,Zn
Zn,Zn,Zn,Fe,Fe,Zn,Fe,Zn
Zn,Zn,Zn,Fe,Fe,Zn,Zn,Fe
Fe,Fe,Fe,Zn,Fe,Zn,Fe,Fe
Zn,Fe,Zn,Zn,Fe,Fe,Fe,Zn
Zn,Zn,Zn,Zn,Fe,Zn,Zn,Fe
Zn,Zn,Fe,Fe,Zn,Fe,Zn,Zn
Fe,Fe,Zn,Zn,Zn,Zn,Zn,Fe
Zn,Fe,Fe,Zn,Zn,Zn,Fe,Fe
Zn,Zn,Fe,Zn,Fe,Fe,Zn,Zn
Fe,Fe,Zn,Fe,Fe,Zn,Fe,Fe
Fe,Zn,Zn,Fe,Zn,Fe,Zn,Zn
Fe,Fe,Fe,Zn,Zn,Fe,Zn,Zn
Zn,Zn,Fe,Fe,Zn,Zn,Zn,Fe
Fe,Fe,Zn,Fe,Zn,Zn,Zn,Zn
Fe,Zn,Zn,Fe,Zn,Zn,Zn,Zn
Fe,Zn,Fe,Zn,Zn,Zn,Fe,Zn
Zn,Zn,Fe,Fe,Zn,Zn,Fe,Zn
Fe,Fe,Zn,Zn,Zn,Fe,Zn,Zn
Fe,Zn,Fe,Fe,Fe,Fe,Zn,Fe
Zn,Fe,Fe,Fe,Fe,Zn,Fe,Zn
Zn,Fe,Zn,Zn,Fe,Zn,Zn,Zn
Fe,Fe,Fe,Zn,Zn,Zn,Fe,Zn
Fe,Fe,Zn,Fe,Zn,Fe,Zn,Zn
Fe,Fe,Fe,Fe,Zn,Zn,Fe,Fe
Fe,Zn,Fe,Zn,Fe,Fe,Fe,Zn
Fe,Fe,Zn,Zn,Fe,Fe,Zn,Fe
Fe,Zn,Fe,Fe,Fe,Zn,Fe,Zn
Zn,Fe,Fe,Fe,Fe,Fe,Fe,Zn
Zn,Zn,Zn,Zn,Zn,Fe,Zn,Zn
Fe,Fe,Zn,Fe,Zn,Fe,Zn,Fe
Fe,Zn,Zn,Zn,Zn,Fe,Zn,Zn
Fe,Fe,Fe,Zn,Zn,Fe,Zn,Fe
Fe,Fe,Fe,Zn,Fe,Fe,Fe,Fe
Fe,Zn,Zn,Fe,Fe,Zn,Zn,Zn
Fe,Zn,Zn,Fe,Zn,Fe,Zn,Fe
Zn,Fe,Fe,Fe,Zn,Fe,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Fe,Fe,Zn
Fe,Fe,Fe,Zn,Fe,Fe,Fe,Zn
Zn,Fe,Zn,Zn,Zn,Fe,Fe,Zn
Fe,Zn,Fe,Fe,Zn,Fe,Fe,Fe
Zn,Zn,Zn,Zn,Fe,Fe,Fe,Fe
Zn,Fe,Fe,Fe,Fe,Zn,Zn,Fe
Zn,Zn,Zn,Zn,Fe,Zn,Fe,Fe
Zn,Fe,Zn,Fe,Fe,Zn,Fe,Zn
Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn
Zn,Fe,Zn,Fe,Fe,Zn,Zn,Fe
Fe,Fe,Zn,Zn,Fe,Zn,Fe,Zn
Fe,Zn,Fe,Fe,Zn,Fe,Zn,Zn
Zn,Zn,Fe,Fe,Zn,Fe,Zn,Fe
Fe,Fe,Fe,Fe,Fe,Zn,Fe,Fe
Zn,Zn,Zn,Fe,Fe,Fe,Fe,Zn
Zn,Zn,Fe,Zn,Zn,Fe,Zn,Zn
Fe,Fe,Zn,Zn,Zn,Zn,Fe,Zn
Zn,Fe,Zn,Zn,Zn,Fe,Zn,Fe
Zn,Fe,Zn,Fe,Zn,Fe,Fe,Fe
Zn,Zn,Zn,Zn,Fe,Fe,Zn,Zn
Fe,Fe,Zn,Zn,Zn,Fe,Zn,Fe
Fe,Zn,Fe,Zn,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Zn,Fe,Fe,Fe
Zn,Fe,Fe,Fe,Fe,Fe,Zn,Fe
Zn,Zn,Zn,Fe,Zn,Zn,Fe,Zn
Zn,Zn,Fe,Fe,Fe,Zn,Fe,Fe
Fe,Zn,Zn,Zn,Fe,Fe,Zn,Zn
Fe,Fe,Fe,Zn,Fe,Zn,Zn,Fe
Fe,Fe,Fe,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Zn,Zn,Zn,Zn
Fe,Zn,Fe,Zn,Zn,Zn,Zn,Fe
Zn,Zn,Zn,Zn,Zn,Zn,Fe,Fe
