1,2,3,4,5,6,7,8
Ni,Ni,Ni,Fe,Cu,Cu,Fe,Fe
Ni,Ni,Fe,Cu,Cu,Fe,Fe,Ni
Ni,Ni,Fe,Fe,Cu,Cu,Fe,Ni
Fe,Fe,Fe,Ni,Ni,Cu,Fe,Fe
Fe,Ni,Cu,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Ni,Cu,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Ni,Cu,Fe,Fe
Ni,Zn,Zn,Zn,Zn,Zn,Zn,Zn
Ni,Ni,Zn,Zn,Zn,Zn,Zn,Zn
Ni,Ni,Ni,Zn,Zn,Zn,Zn,Zn
Ni,Ni,Ni,Ni,Zn,Zn,Zn,Zn
Ni,Ni,Ni,Ni,Ni,Zn,Zn,Zn
Ni,Ni,Ni,Ni,Ni,Ni,Zn,Zn
Ni,Ni,Ni,Ni,Ni,Ni,Ni,Zn
Fe,Ni,Ni,Zn,Zn,Zn,Zn,Zn
Fe,Ni,Ni,Ni,Zn,Zn,Zn,Zn
Fe,Ni,Ni,Ni,Ni,Zn,Zn,Zn
Fe,Ni,Ni,Ni,Ni,Ni,Zn,Zn
Fe,Ni,Ni,Ni,Ni,Ni,Ni,Zn
Fe,Ni,Zn,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Ni,Ni,Ni,Ni,Zn,Zn
Fe,Fe,Ni,Ni,Ni,Ni,Ni,Zn
Fe,Fe,Fe,Ni,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Ni,Zn,Zn
Zn,Zn,Zn,Zn,Zn,Zn,Zn,Zn
Fe,Zn,Zn,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Zn,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Fe,Zn,Zn
Cu,Cu,Co,Cu,Cu,Cu,Cu,Fe
Cu,Fe,Co,Cu,Cu,Cu,Cu,Fe
Cu,Cu,Cu,Co,Cu,Cu,Fe,Fe
Cu,Cu,Co,Cu,Cu,Cu,Fe,Fe
Cu,Co,Cu,Cu,Cu,Cu,Fe,Fe
Cu,Cu,Fe,Fe,Co,Cu,Cu,Fe
Co,Mn,Mn,Mn,Mn,Mn,Mn,Mn
Co,Co,Mn,Mn,Mn,Mn,Mn,Mn
Co,Co,Co,Mn,Mn,Mn,Mn,Mn
Co,Co,Co,Co,Mn,Mn,Mn,Mn
Co,Co,Co,Co,Co,Mn,Mn,Mn
Co,Co,Co,Co,Co,Co,Mn,Mn
Co,Co,Co,Co,Co,Co,Co,Mn
Fe,Co,Mn,Mn,Mn,Mn,Mn,Mn
Fe,Co,Co,Mn,Mn,Mn,Mn,Mn
Fe,Co,Co,Co,Mn,Mn,Mn,Mn
Fe,Co,Co,Co,Co,Mn,Mn,Mn
Fe,Co,Co,Co,Co,Co,Mn,Mn
Fe,Co,Co,Co,Co,Co,Co,Mn
Fe,Fe,Co,Mn,Mn,Mn,Mn,Mn
Fe,Fe,Co,Co,Mn,Mn,Mn,Mn
Fe,Fe,Co,Co,Co,Mn,Mn,Mn
Fe,Fe,Co,Co,Co,Co,Mn,Mn
Fe,Fe,Co,Co,Co,Co,Co,Mn
Fe,Fe,Fe,Co,Mn,Mn,Mn,Mn
Fe,Fe,Fe,Co,Co,Mn,Mn,Mn
Fe,Fe,Fe,Co,Co,Co,Mn,Mn
Fe,Fe,Fe,Co,Co,Co,Mn,Mn
Fe,Fe,Fe,Fe,Co,Mn,Mn,Mn
Fe,Fe,Fe,Fe,Co,Co,Mn,Mn
Fe,Fe,Fe,Fe,Co,Co,Co,Mn
Mn,Co,Co,Co,Co,Co,Co,Co
Mn,Mn,Co,Co,Co,Co,Co,Co
Mn,Mn,Mn,Co,Co,Co,Co,Co
Mn,Mn,Mn,Mn,Co,Co,Co,Co
Mn,Mn,Mn,Mn,Mn,Co,Co,Co
Mn,Mn,Mn,Mn,Mn,Mn,Co,Co
Fe,Mn,Co,Co,Co,Co,Co,Co
Fe,Mn,Mn,Co,Co,Co,Co,Co
Fe,Mn,Mn,Mn,Co,Co,Co,Co
Fe,Mn,Mn,Mn,Mn,Co,Co,Co
Fe,Mn,Mn,Mn,Mn,Mn,Co,Co
Fe,Mn,Mn,Mn,Mn,Mn,Mn,Co
Fe,Fe,Mn,Mn,Co,Co,Co,Co
Fe,Fe,Mn,Mn,Mn,Co,Co,Co
Fe,Fe,Mn,Mn,Mn,Mn,Co,Co
Fe,Fe,Mn,Mn,Mn,Mn,Mn,Co
Fe,Fe,Fe,Mn,Co,Co,Co,Co
Fe,Fe,Fe,Mn,Mn,Co,Co,Co
Fe,Fe,Fe,Mn,Mn,Mn,Co,Co
Fe,Fe,Fe,Mn,Mn,Mn,Mn,Co
Fe,Fe,Fe,Fe,Mn,Co,Co,Co
Fe,Fe,Fe,Fe,Mn,Mn,Co,Co
Fe,Fe,Fe,Fe,Mn,Mn,Mn,Co
Mn,Mn,Mn,Mn,Mn,Mn,Mn,Mn
Fe,Mn,Mn,Mn,Mn,Mn,Mn,Mn
Fe,Fe,Mn,Mn,Mn,Mn,Mn,Mn
Fe,Fe,Fe,Mn,Mn,Mn,Mn,Mn
Fe,Fe,Fe,Fe,Mn,Mn,Mn,Mn
Fe,Fe,Fe,Fe,Fe,Mn,Mn,Mn
Fe,Fe,Fe,Fe,Fe,Fe,Mn,Mn
Fe,Fe,Fe,Fe,Fe,Fe,Fe,Mn
Mn,Fe,Fe,Fe,Fe,Fe,Fe,Fe
Mn,Mn,Fe,Fe,Fe,Fe,Fe,Fe
Mn,Mn,Mn,Fe,Fe,Fe,Fe,Fe
Mn,Mn,Mn,Mn,Fe,Fe,Fe,Fe
Mn,Mn,Mn,Mn,Mn,Fe,Fe,Fe
Mn,Mn,Mn,Mn,Mn,Mn,Fe,Fe
Mn,Mn,Mn,Mn,Mn,Mn,Mn,Fe
Mn,Fe,Fe,Fe,Fe,Fe,Fe,Mn
Mn,Mn,Fe,Fe,Fe,Fe,Mn,Mn
Mn,Mn,Fe,Fe,Fe,Fe,Fe,Mn
Mn,Mn,Mn,Fe,Mn,Mn,Mn,Mn
Mn,Mn,Mn,Fe,Fe,Mn,Mn,Mn
Mn,Mn,Mn,Fe,Fe,Fe,Mn,Mn
Mn,Mn,Mn,Fe,Fe,Fe,Fe,Mn
Mn,Mn,Mn,Mn,Fe,Mn,Mn,Mn
Mn,Mn,Mn,Mn,Fe,Fe,Mn,Mn
Mn,Mn,Mn,Mn,Fe,Fe,Fe,Mn
Fe,Mn,Fe,Mn,Mn,Mn,Mn,Mn
Fe,Mn,Fe,Fe,Fe,Mn,Mn,Mn
Fe,Mn,Mn,Fe,Mn,Mn,Mn,Mn
Fe,Mn,Mn,Fe,Fe,Mn,Mn,Mn
Fe,Mn,Mn,Fe,Fe,Fe,Mn,Mn
Fe,Mn,Mn,Fe,Fe,Fe,Fe,Mn
Fe,Mn,Mn,Mn,Fe,Mn,Mn,Mn
Fe,Mn,Mn,Mn,Fe,Fe,Mn,Mn
Fe,Mn,Mn,Mn,Fe,Fe,Fe,Mn
Fe,Mn,Mn,Mn,Mn,Fe,Mn,Mn
Fe,Mn,Mn,Mn,Mn,Fe,Fe,Mn
Fe,Mn,Mn,Mn,Mn,Mn,Fe,Mn
Fe,Fe,Mn,Fe,Mn,Mn,Mn,Mn
Fe,Fe,Mn,Fe,Fe,Mn,Mn,Mn
Fe,Fe,Mn,Fe,Fe,Fe,Mn,Mn
Fe,Fe,Mn,Fe,Fe,Fe,Fe,Mn
Fe,Fe,Mn,Mn,Fe,Mn,Mn,Mn
Fe,Fe,Mn,Mn,Fe,Fe,Mn,Mn
Fe,Fe,Mn,Mn,Fe,Fe,Fe,Mn
Fe,Fe,Mn,Mn,Mn,Fe,Mn,Mn
Fe,Fe,Mn,Mn,Mn,Fe,Fe,Mn
Fe,Fe,Mn,Mn,Mn,Mn,Fe,Mn
Fe,Fe,Fe,Mn,Fe,Fe,Mn,Mn
Fe,Fe,Fe,Mn,Fe,Fe,Fe,Mn
Fe,Fe,Fe,Mn,Mn,Fe,Mn,Mn
Fe,Fe,Fe,Mn,Mn,Fe,Fe,Mn
Fe,Fe,Fe,Mn,Mn,Mn,Fe,Mn
Fe,Fe,Fe,Fe,Mn,Fe,Mn,Mn
Fe,Fe,Fe,Fe,Mn,Fe,Fe,Mn
Fe,Fe,Fe,Fe,Mn,Mn,Fe,Mn
Mn,Fe,Fe,Fe,Fe,Mn,Mn,Fe
Mn,Mn,Fe,Mn,Fe,Fe,Fe,Fe
Mn,Mn,Fe,Fe,Mn,Mn,Fe,Fe
Mn,Mn,Fe,Fe,Fe,Mn,Mn,Fe
Mn,Mn,Mn,Fe,Fe,Mn,Fe,Fe
Fe,Mn,Fe,Fe,Mn,Mn,Mn,Fe
Fe,Mn,Fe,Fe,Fe,Mn,Mn,Fe
Fe,Mn,Mn,Fe,Fe,Mn,Fe,Fe
Fe,Mn,Mn,Fe,Fe,Mn,Mn,Fe
Fe,Mn,Mn,Mn,Fe,Fe,Mn,Fe
Fe,Fe,Mn,Fe,Mn,Mn,Fe,Fe
Fe,Fe,Mn,Fe,Mn,Mn,Mn,Fe
Fe,Fe,Mn,Fe,Fe,Mn,Fe,Fe
Fe,Fe,Mn,Mn,Fe,Mn,Mn,Fe
Fe,Fe,Mn,Mn,Mn,Fe,Mn,Fe
Fe,Fe,Fe,Mn,Fe,Mn,Fe,Fe
Fe,Fe,Fe,Mn,Fe,Mn,Mn,Fe
Fe,Fe,Fe,Mn,Fe,Fe,Mn,Fe
Fe,Fe,Fe,Mn,Mn,Fe,Mn,Fe
Fe,Fe,Fe,Fe,Mn,Fe,Mn,Fe
Mn,Ni,Ni,Ni,Ni,Ni,Ni,Ni
Mn,Mn,Ni,Ni,Ni,Ni,Ni,Ni
Mn,Mn,Mn,Ni,Ni,Ni,Ni,Ni
Mn,Mn,Mn,Mn,Ni,Ni,Ni,Ni
Mn,Mn,Mn,Mn,Mn,Ni,Ni,Ni
Mn,Mn,Mn,Mn,Mn,Mn,Ni,Ni
Mn,Mn,Mn,Mn,Mn,Mn,Mn,Ni
Fe,Mn,Ni,Ni,Ni,Ni,Ni,Ni
Fe,Mn,Mn,Ni,Ni,Ni,Ni,Ni
Fe,Mn,Mn,Mn,Ni,Ni,Ni,Ni
Fe,Mn,Mn,Mn,Mn,Ni,Ni,Ni
Fe,Mn,Mn,Mn,Mn,Mn,Ni,Ni
Fe,Mn,Mn,Mn,Mn,Mn,Mn,Ni
Fe,Fe,Ni,Ni,Ni,Zn,Zn,Zn
Fe,Fe,Fe,Co,Ni,Ni,Ni,Zn
Fe,Fe,Ni,Zn,Zn,Zn,Zn,Zn
Fe,Fe,Ni,Ni,Zn,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Ni,Ni,Zn,Zn
Co,Co,Co,Fe,Ni,Ni,Ni,Ni
Fe,Fe,Fe,Fe,Cu,Cu,Cu,Cu
Fe,Co,Co,Co,Co,Ni,Ni,Zn
Fe,Fe,Fe,Fe,Co,Ni,Ni,Zn
Co,Ni,Ni,Ni,Fe,Fe,Co,Co
Fe,Co,Co,Ni,Ni,Ni,Ni,Zn
Co,Ni,Ni,Ni,Co,Co,Fe,Fe
Ni,Co,Co,Ni,Ni,Fe,Fe,Fe
Co,Co,Co,Ni,Fe,Ni,Ni,Ni
Co,Ni,Ni,Zn,Zn,Zn,Zn,Zn
Fe,Co,Ni,Zn,Zn,Zn,Zn,Zn
Co,Co,Co,Ni,Ni,Fe,Ni,Ni
Fe,Fe,Fe,Fe,Ni,Ni,Co,Fe
Fe,Co,Co,Ni,Ni,Fe,Fe,Fe
Fe,Fe,Fe,Co,Co,Ni,Ni,Zn
Ni,Ni,Co,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Co,Ni,Ni,Zn,Zn
Fe,Fe,Co,Co,Co,Co,Ni,Zn
Ni,Ni,Co,Co,Ni,Fe,Fe,Fe
Fe,Fe,Co,Co,Ni,Ni,Fe,Fe
Fe,Fe,Cu,Cu,Fe,Cu,Cu,Cu
Co,Co,Co,Co,Co,Ni,Ni,Zn
Fe,Fe,Fe,Co,Ni,Ni,Co,Fe
Fe,Fe,Fe,Fe,Fe,Cu,Cu,Cu
Fe,Fe,Fe,Co,Co,Co,Ni,Zn
Fe,Fe,Cu,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Cu,Cu,Cu,Cu,Cu,Fe
Fe,Cu,Cu,Fe,Fe,Cu,Cu,Cu
Cu,Cu,Cu,Cu,Cu,Cu,Cu,Cu
Fe,Fe,Co,Co,Ni,Ni,Ni,Zn
Fe,Fe,Fe,Ni,Ni,Co,Co,Ni
Fe,Fe,Cu,Cu,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Ni,Ni,Zn,Zn,Zn
Fe,Fe,Fe,Fe,Fe,Ni,Ni,Co
Fe,Fe,Ni,Ni,Co,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Fe,Fe,Fe,Cu
Fe,Fe,Cu,Fe,Cu,Cu,Cu,Cu
Fe,Fe,Fe,Fe,Co,Ni,Ni,Co
Cu,Cu,Fe,Fe,Fe,Fe,Cu,Cu
Fe,Ni,Ni,Ni,Fe,Cu,Cu,Fe
Cu,Cu,Cu,Fe,Fe,Co,Fe,Fe
Cu,Cu,Cu,Fe,Fe,Co,Fe,Fe
Cu,Cu,Cu,Fe,Co,Fe,Fe,Fe
Fe,Ni,Ni,Ni,Ni,Ni,Cu,Fe
Fe,Fe,Fe,Co,Cu,Cu,Fe,Fe
Fe,Fe,Cu,Cu,Cu,Fe,Cu,Cu
Ni,Ni,Ni,Fe,Fe,Cu,Cu,Fe
Fe,Cu,Fe,Fe,Cu,Cu,Cu,Cu
Ni,Ni,Fe,Fe,Fe,Fe,Cu,Fe
Fe,Ni,Ni,Cu,Cu,Cu,Fe,Ni
Fe,Fe,Co,Cu,Cu,Fe,Fe,Fe
Ni,Ni,Ni,Cu,Fe,Fe,Ni,Ni
Fe,Co,Cu,Cu,Fe,Fe,Fe,Fe
Ni,Cu,Cu,Cu,Cu,Cu,Cu,Fe
Fe,Ni,Cu,Cu,Cu,Fe,Ni,Ni
Cu,Cu,Cu,Cu,Ni,Cu,Cu,Cu
Fe,Ni,Cu,Fe,Ni,Ni,Ni,Ni
Cu,Cu,Cu,Cu,Cu,Ni,Cu,Cu
Ni,Ni,Ni,Fe,Cu,Cu,Cu,Fe
Co,Cu,Cu,Fe,Fe,Fe,Fe,Fe
Ni,Ni,Fe,Fe,Fe,Cu,Fe,Fe
Cu,Cu,Cu,Fe,Fe,Fe,Co,Fe
Fe,Fe,Ni,Cu,Cu,Cu,Ni,Ni
Cu,Cu,Cu,Fe,Fe,Fe,Fe,Co
Cu,Cu,Cu,Cu,Cu,Cu,Ni,Cu
Fe,Ni,Ni,Cu,Fe,Ni,Ni,Ni
Fe,Ni,Ni,Ni,Cu,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Cu,Cu,Co,Fe
Fe,Fe,Ni,Ni,Ni,Cu,Fe,Fe
Ni,Ni,Ni,Cu,Fe,Fe,Fe,Fe
Fe,Ni,Ni,Cu,Fe,Fe,Fe,Ni
Cu,Ni,Cu,Cu,Cu,Cu,Cu,Cu
Ni,Ni,Cu,Cu,Cu,Cu,Fe,Fe
Fe,Ni,Ni,Fe,Cu,Cu,Fe,Ni
Fe,Fe,Fe,Cu,Cu,Co,Fe,Fe
Fe,Fe,Ni,Ni,Cu,Cu,Cu,Ni
Fe,Cu,Cu,Cu,Cu,Cu,Cu,Cu
Fe,Fe,Fe,Ni,Cu,Fe,Ni,Ni
Ni,Ni,Cu,Fe,Fe,Fe,Fe,Ni
Fe,Fe,Cu,Cu,Co,Fe,Fe,Fe
Ni,Fe,Cu,Cu,Fe,Fe,Ni,Ni
Ni,Cu,Cu,Cu,Cu,Cu,Cu,Cu
Cu,Cu,Fe,Co,Fe,Fe,Fe,Fe
Fe,Fe,Cu,Cu,Cu,Cu,Fe,Cu
Ni,Ni,Ni,Cu,Cu,Cu,Cu,Fe
Fe,Fe,Ni,Ni,Fe,Cu,Fe,Fe
Ni,Cu,Cu,Cu,Cu,Fe,Fe,Fe
Ni,Ni,Fe,Fe,Cu,Fe,Fe,Fe
Fe,Ni,Cu,Fe,Fe,Fe,Ni,Ni
Fe,Ni,Ni,Fe,Cu,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Fe,Co,Cu,Cu
Fe,Fe,Fe,Fe,Fe,Fe,Cu,Co
Cu,Cu,Cu,Cu,Co,Cu,Fe,Fe
Ni,Ni,Ni,Ni,Cu,Cu,Cu,Fe
Fe,Fe,Ni,Ni,Cu,Fe,Fe,Fe
Co,Cu,Fe,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Ni,Cu,Fe,Fe,Fe,Fe
Fe,Co,Cu,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Ni,Ni,Cu,Fe,Fe,Ni
Fe,Ni,Ni,Cu,Fe,Fe,Fe,Fe
Fe,Cu,Cu,Fe,Fe,Cu,Cu,Cu
Fe,Fe,Fe,Cu,Fe,Fe,Fe,Fe
Ni,Ni,Cu,Cu,Fe,Fe,Fe,Fe
Ni,Ni,Fe,Cu,Fe,Fe,Fe,Fe
Cu,Cu,Cu,Cu,Co,Cu,Cu,Fe
Cu,Cu,Cu,Cu,Cu,Co,Cu,Fe
Ni,Ni,Ni,Ni,Cu,Fe,Fe,Fe
Cu,Cu,Cu,Co,Cu,Cu,Cu,Fe
Ni,Ni,Cu,Fe,Fe,Fe,Fe,Fe
Ni,Fe,Cu,Cu,Cu,Fe,Ni,Ni
Fe,Fe,Ni,Fe,Fe,Cu,Cu,Fe
Ni,Ni,Cu,Cu,Cu,Fe,Fe,Fe
Cu,Cu,Fe,Co,Cu,Cu,Cu,Fe
Cu,Cu,Cu,Fe,Co,Cu,Cu,Fe
Ni,Cu,Fe,Fe,Fe,Fe,Fe,Fe
Cu,Cu,Cu,Cu,Fe,Co,Fe,Fe
Fe,Ni,Fe,Fe,Cu,Cu,Fe,Fe
Fe,Ni,Ni,Ni,Cu,Cu,Cu,Fe
Cu,Cu,Cu,Cu,Fe,Co,Cu,Fe
Fe,Fe,Cu,Co,Ni,Fe,Fe,Fe
Fe,Fe,Fe,Cu,Cu,Cu,Fe,Cu
Cu,Cu,Cu,Cu,Fe,Fe,Co,Fe
Fe,Cu,Cu,Cu,Cu,Fe,Co,Fe
Cu,Cu,Cu,Fe,Fe,Fe,Fe,Cu
Ni,Cu,Cu,Cu,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Ni,Ni,Cu,Fe,Ni
Fe,Cu,Cu,Cu,Fe,Fe,Fe,Cu
Fe,Fe,Fe,Ni,Ni,Ni,Cu,Fe
Fe,Fe,Cu,Cu,Cu,Fe,Fe,Cu
Ni,Cu,Cu,Fe,Fe,Fe,Fe,Fe
Ni,Cu,Cu,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Cu,Co,Ni,Fe
Cu,Co,Ni,Fe,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Cu,Ni,Fe,Fe,Fe
Fe,Fe,Fe,Co,Ni,Cu,Fe,Fe
Fe,Ni,Cu,Cu,Fe,Fe,Fe,Fe
Fe,Fe,Co,Ni,Cu,Fe,Fe,Fe
Fe,Cu,Co,Ni,Fe,Fe,Fe,Fe
Co,Ni,Cu,Fe,Fe,Fe,Fe,Fe
Co,Ni,Cu,Cu,Fe,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Cu,Ni,Fe,Fe
Cu,Cu,Cu,Ni,Cu,Cu,Cu,Cu
Fe,Ni,Cu,Fe,Fe,Fe,Fe,Fe
Fe,Co,Cu,Cu,Ni,Cu,Fe,Fe
Fe,Fe,Fe,Ni,Cu,Cu,Fe,Fe
Fe,Fe,Ni,Cu,Cu,Fe,Fe,Fe
Fe,Co,Cu,Ni,Cu,Fe,Fe,Fe
Fe,Fe,Fe,Fe,Ni,Fe,Cu,Cu
Cu,Cu,Cu,Fe,Co,Cu,Fe,Fe
Fe,Fe,Fe,Fe,Ni,Cu,Cu,Fe
Co,Cu,Ni,Cu,Fe,Fe,Fe,Fe
Co,Cu,Cu,Ni,Cu,Fe,Fe,Fe
Fe,Fe,Fe,Co,Ni,Cu,Cu,Fe
Fe,Fe,Co,Cu,Cu,Cu,Ni,Fe
Fe,Co,Ni,Cu,Cu,Fe,Fe,Fe
Co,Cu,Cu,Cu,Ni,Fe,Fe,Fe
Co,Cu,Ni,Cu,Cu,Cu,Cu,Fe
Co,Cu,Cu,Ni,Cu,Cu,Cu,Fe
Fe,Fe,Fe,Co,Cu,Ni,Cu,Fe
Cu,Cu,Cu,Fe,Fe,Co,Cu,Fe
Fe,Fe,Co,Cu,Ni,Cu,Cu,Fe
Fe,Co,Cu,Ni,Cu,Cu,Fe,Fe
Fe,Fe,Co,Cu,Cu,Ni,Cu,Fe
Fe,Fe,Co,Ni,Cu,Cu,Fe,Fe
Fe,Co,Cu,Cu,Cu,Ni,Fe,Fe
Fe,Co,Ni,Cu,Cu,Cu,Cu,Fe
Cu,Cu,Fe,Co,Cu,Cu,Fe,Fe
Fe,Cu,Cu,Co,Cu,Cu,Cu,Cu
Cu,Fe,Fe,Co,Cu,Cu,Cu,Fe
Fe,Fe,Co,Cu,Ni,Cu,Fe,Fe
Fe,Fe,Fe,Co,Cu,Cu,Cu,Ni
Fe,Co,Cu,Cu,Ni,Cu,Cu,Fe
Co,Cu,Ni,Cu,Cu,Fe,Fe,Fe
Co,Cu,Cu,Cu,Ni,Cu,Fe,Fe
Co,Cu,Cu,Ni,Cu,Cu,Fe,Fe
Co,Cu,Cu,Ni,Cu,Cu,Fe,Fe
Fe,Co,Co,Ni,Cu,Fe,Fe,Fe
Fe,Co,Cu,Cu,Cu,Ni,Cu,Fe
Fe,Ni,Co,Cu,Fe,Fe,Fe,Co
Fe,Fe,Fe,Ni,Co,Co,Cu,Fe
Co,Cu,Cu,Cu,Ni,Cu,Cu,Fe
